,crc,take_type,allo_block,wap,max_rate_wap,in_sw_allo,sd1_150,sd1_30,sd1_7,rate_ratio,ExtSiteID
0,CRC001087.2,Take Groundwater,A,K37/0093,45.5,True,0.0,0.0,0.0,0.20495495495495494,1688218
1,CRC001087.2,Take Groundwater,A,K37/0093,45.5,True,0.0,0.0,0.0,0.20495495495495494,168840
2,CRC001087.2,Take Groundwater,A,K37/0094,45.5,True,0.0,0.0,0.0,0.20495495495495494,1688218
3,CRC001087.2,Take Groundwater,A,K37/0094,45.5,True,0.0,0.0,0.0,0.20495495495495494,168840
4,CRC001087.2,Take Groundwater,A,K37/3239,45.5,True,100.0,99.0,99.0,0.20495495495495494,1688218
5,CRC001087.2,Take Groundwater,A,K37/3239,45.5,True,100.0,99.0,99.0,0.20495495495495494,168840
6,CRC001087.2,Take Groundwater,A,K37/3240,45.5,True,0.0,0.0,0.0,0.20495495495495494,1688218
7,CRC001087.2,Take Groundwater,A,K37/3240,45.5,True,0.0,0.0,0.0,0.20495495495495494,168840
8,CRC001087.2,Take Groundwater,A,K37/3272,40.0,True,0.0,0.0,0.0,0.18018018018018017,1688218
9,CRC001087.2,Take Groundwater,A,K37/3272,40.0,True,0.0,0.0,0.0,0.18018018018018017,168840
10,CRC001382,Take Groundwater,A,K37/0452,61.0,True,0.0,0.0,0.0,1.0,68801
11,CRC001382,Take Groundwater,A,K37/0452,61.0,True,0.0,0.0,0.0,1.0,168833
12,CRC001609,Take Groundwater,A,K37/1032,4.4,True,82.0,61.0,29.0,1.0,68801
13,CRC001953.1,Take Surface Water,A,K35/0048,28.0,True,100.0,100.0,100.0,0.3333333333333333,168834
14,CRC001953.1,Take Surface Water,A,K35/0048,28.0,True,100.0,100.0,100.0,0.3333333333333333,168849
15,CRC001953.1,Take Surface Water,A,K35/0048,28.0,True,100.0,100.0,100.0,0.3333333333333333,68801
16,CRC001953.1,Take Surface Water,A,K35/0049,28.0,True,100.0,100.0,100.0,0.3333333333333333,168834
17,CRC001953.1,Take Surface Water,A,K35/0049,28.0,True,100.0,100.0,100.0,0.3333333333333333,168849
18,CRC001953.1,Take Surface Water,A,K35/0049,28.0,True,100.0,100.0,100.0,0.3333333333333333,68801
19,CRC001953.1,Take Surface Water,A,K35/0050,28.0,True,100.0,100.0,100.0,0.3333333333333333,168834
20,CRC001953.1,Take Surface Water,A,K35/0050,28.0,True,100.0,100.0,100.0,0.3333333333333333,168849
21,CRC001953.1,Take Surface Water,A,K35/0050,28.0,True,100.0,100.0,100.0,0.3333333333333333,68801
22,CRC001999,Take Groundwater,A,K37/1066,5.0,True,86.0,69.0,41.0,1.0,68801
23,CRC002108,Take Groundwater,A,K36/0129,20.0,True,95.0,90.0,79.0,1.0,168834
24,CRC002108,Take Groundwater,A,K36/0129,20.0,True,95.0,90.0,79.0,1.0,68801
25,CRC010181,Take Surface Water,A,K37/2874,453.0,True,100.0,100.0,100.0,1.0,68801
26,CRC010181,Take Surface Water,A,K37/2874,453.0,True,100.0,100.0,100.0,1.0,168833
27,CRC010365,Take Groundwater,A,BX20/0038,38.0,True,90.0,78.0,56.0,1.0,168834
28,CRC010365,Take Groundwater,A,BX20/0038,38.0,True,90.0,78.0,56.0,1.0,68801
29,CRC010365,Take Groundwater,A,BX20/0038,38.0,True,90.0,78.0,56.0,1.0,168837
30,CRC011065.1,Take Groundwater,A,K37/1062,53.0,True,0.0,0.0,0.0,0.5,68801
31,CRC011065.1,Take Groundwater,A,K37/2116,53.0,True,0.0,0.0,0.0,0.5,68801
32,CRC011065.1,Take Groundwater,A,K37/2116,53.0,True,0.0,0.0,0.0,0.5,168833
33,CRC011072,Take Groundwater,A,K37/1294,50.0,True,0.0,0.0,0.0,1.0,68801
34,CRC011072,Take Groundwater,A,K37/1294,50.0,True,0.0,0.0,0.0,1.0,168833
35,CRC011116,Take Groundwater,A,K37/1317,1.3,True,93.0,84.0,68.0,1.0,68801
36,CRC011245,Take Surface Water,A,K36/0920,7100.0,True,100.0,100.0,100.0,1.0,68801
37,CRC011245,Take Surface Water,A,K36/0920,7100.0,True,100.0,100.0,100.0,1.0,168833
38,CRC011331.1,Take Groundwater,A,K37/0062,2.0,True,92.0,81.0,63.0,1.0,68801
39,CRC011820.3,Take Groundwater,A,K37/1604,4.0,False,77.0,52.0,18.0,0.5,68801
40,CRC011820.3,Take Groundwater,A,K37/1605,4.0,False,82.0,61.0,28.0,0.5,68801
41,CRC011923,Take Groundwater,A,K36/0130,36.0,True,87.0,72.0,45.0,1.0,168834
42,CRC011923,Take Groundwater,A,K36/0130,36.0,True,87.0,72.0,45.0,1.0,68801
43,CRC012482.1,Take Groundwater,A,K37/0434,49.0,True,88.0,73.0,47.0,0.3828125,68801
44,CRC012482.1,Take Groundwater,A,K37/0434,49.0,True,88.0,73.0,47.0,0.3828125,168833
45,CRC012482.1,Take Groundwater,A,K37/0461,49.0,True,89.0,75.0,51.0,0.3828125,68801
46,CRC012482.1,Take Groundwater,A,K37/0461,49.0,True,89.0,75.0,51.0,0.3828125,168833
47,CRC012482.1,Take Groundwater,A,K37/0462,30.0,True,91.0,80.0,60.0,0.234375,68801
48,CRC012482.1,Take Groundwater,A,K37/0462,30.0,True,91.0,80.0,60.0,0.234375,168833
49,CRC012671,Take Groundwater,A,K37/0792,13.0,True,90.0,77.0,54.0,1.0,168834
50,CRC012671,Take Groundwater,A,K37/0792,13.0,True,90.0,77.0,54.0,1.0,68801
51,CRC020211,Take Groundwater,A,K37/1333,45.0,True,98.0,95.0,90.0,1.0,168834
52,CRC020211,Take Groundwater,A,K37/1333,45.0,True,98.0,95.0,90.0,1.0,68801
53,CRC020484.1,Take Groundwater,A,K37/1360,100.0,True,0.0,0.0,0.0,1.0,68801
54,CRC020484.1,Take Groundwater,A,K37/1360,100.0,True,0.0,0.0,0.0,1.0,168833
55,CRC020951.2,Take Groundwater,A,K37/0561,30.0,True,0.0,0.0,0.0,1.0,1688218
56,CRC952016.1,Take Groundwater,A,K37/0561,30.0,True,0.0,0.0,0.0,1.0,1688218
57,CRC021057.1,Take Groundwater,A,K37/1430,40.0,True,96.0,91.0,81.0,1.0,68801
58,CRC021057.1,Take Groundwater,A,K37/1430,40.0,True,96.0,91.0,81.0,1.0,168833
59,CRC152835,Take Groundwater,A,K37/1430,105.0,True,96.0,91.0,81.0,0.695364238410596,68801
60,CRC152835,Take Groundwater,A,K37/1430,105.0,True,96.0,91.0,81.0,0.695364238410596,168833
61,CRC021199,Take Groundwater,A,K36/0549,26.0,True,99.0,98.0,95.0,0.5,68801
62,CRC021199,Take Groundwater,A,K36/0549,26.0,True,99.0,98.0,95.0,0.5,168833
63,CRC021199,Take Groundwater,A,K36/0549,26.0,True,99.0,98.0,95.0,0.5,168841
64,CRC021199,Take Groundwater,A,K36/0549,26.0,True,99.0,98.0,95.0,0.5,168846
65,CRC021199,Take Groundwater,A,K36/0550,26.0,False,0.0,0.0,0.0,0.5,68801
66,CRC021199,Take Groundwater,A,K36/0550,26.0,False,0.0,0.0,0.0,0.5,168833
67,CRC021199,Take Groundwater,A,K36/0550,26.0,False,0.0,0.0,0.0,0.5,168841
68,CRC021199,Take Groundwater,A,K36/0550,26.0,False,0.0,0.0,0.0,0.5,168846
69,CRC021736.5,Take Groundwater,A,K36/0101,38.0,True,92.0,82.0,64.0,0.5,68801
70,CRC021736.5,Take Groundwater,A,K36/0101,38.0,True,92.0,82.0,64.0,0.5,168833
71,CRC021736.5,Take Groundwater,A,K36/0203,38.0,True,94.0,87.0,73.0,0.5,68801
72,CRC021736.5,Take Groundwater,A,K36/0203,38.0,True,94.0,87.0,73.0,0.5,168833
73,CRC021736.5,Take Groundwater,A,K36/0203,38.0,True,94.0,87.0,73.0,0.5,168821
74,CRC021968.2,Take Groundwater,A,K37/1510,36.0,True,0.0,0.0,0.0,1.0,168834
75,CRC021968.2,Take Groundwater,A,K37/1510,36.0,True,0.0,0.0,0.0,1.0,68801
76,CRC022026,Take Groundwater,A,K36/0128,4.9,True,100.0,100.0,100.0,1.0,68801
77,CRC022026,Take Groundwater,A,K36/0128,4.9,True,100.0,100.0,100.0,1.0,168833
78,CRC022026,Take Groundwater,A,K36/0128,4.9,True,100.0,100.0,100.0,1.0,48
79,CRC022038,Take Groundwater,A,K37/0433,4.9,True,93.0,85.0,69.0,1.0,168834
80,CRC022038,Take Groundwater,A,K37/0433,4.9,True,93.0,85.0,69.0,1.0,68801
81,CRC022082,Take Groundwater,A,K36/0486,19.0,True,0.0,0.0,0.0,1.0,168834
82,CRC022082,Take Groundwater,A,K36/0486,19.0,True,0.0,0.0,0.0,1.0,68801
83,CRC030152.2,Take Groundwater,A,K37/1534,85.0,True,0.0,0.0,0.0,1.0,68801
84,CRC030152.2,Take Groundwater,A,K37/1534,85.0,True,0.0,0.0,0.0,1.0,168833
85,CRC030337,Take Groundwater,A,K36/0217,72.0,True,88.0,73.0,47.0,1.0,168834
86,CRC030337,Take Groundwater,A,K36/0217,72.0,True,88.0,73.0,47.0,1.0,68801
87,CRC030376.1,Take Groundwater,A,K36/0854,24.0,False,0.0,0.0,0.0,1.0,168834
88,CRC030376.1,Take Groundwater,A,K36/0854,24.0,False,0.0,0.0,0.0,1.0,68801
89,CRC030376.1,Take Groundwater,A,K36/0854,24.0,False,0.0,0.0,0.0,1.0,168837
90,CRC030557,Take Groundwater,A,K37/0431,39.0,True,95.0,89.0,77.0,1.0,68801
91,CRC030557,Take Groundwater,A,K37/0431,39.0,True,95.0,89.0,77.0,1.0,168833
92,CRC030598.2,Take Groundwater,A,K36/0922,53.0,True,69.0,38.0,7.0,1.0,68801
93,CRC030598.2,Take Groundwater,A,K36/0922,53.0,True,69.0,38.0,7.0,1.0,168833
94,CRC030598.2,Take Groundwater,A,K36/0922,53.0,True,69.0,38.0,7.0,1.0,168821
95,CRC030721,Take Groundwater,A,K37/0836,18.0,True,0.0,0.0,0.0,1.0,168834
96,CRC030721,Take Groundwater,A,K37/0836,18.0,True,0.0,0.0,0.0,1.0,68801
97,CRC120763,Take Groundwater,A,K37/0836,20.0,True,0.0,0.0,0.0,1.0,168834
98,CRC120763,Take Groundwater,A,K37/0836,20.0,True,0.0,0.0,0.0,1.0,68801
99,CRC030836,Take Groundwater,A,K37/1650,15.0,True,0.0,0.0,0.0,1.0,168834
100,CRC030836,Take Groundwater,A,K37/1650,15.0,True,0.0,0.0,0.0,1.0,68801
101,CRC031720,Take Surface Water,A,K36/0891,6.1,True,100.0,100.0,100.0,1.0,168834
102,CRC031720,Take Surface Water,A,K36/0891,6.1,True,100.0,100.0,100.0,1.0,68801
103,CRC032255,Take Groundwater,A,K37/1583,52.0,True,0.0,0.0,0.0,0.5,68801
104,CRC032255,Take Groundwater,A,K37/1583,52.0,True,0.0,0.0,0.0,0.5,168833
105,CRC032255,Take Groundwater,A,K37/1659,52.0,True,0.0,0.0,0.0,0.5,1688218
106,CRC032255,Take Groundwater,A,K37/1659,52.0,True,0.0,0.0,0.0,0.5,168840
107,CRC040121.2,Take Groundwater,A,K37/1725,34.0,True,0.0,0.0,0.0,1.0,168834
108,CRC040121.2,Take Groundwater,A,K37/1725,34.0,True,0.0,0.0,0.0,1.0,68801
109,CRC040799,Take Groundwater,A,K37/0899,7.25,True,96.0,91.0,83.0,1.0,68801
110,CRC040799,Take Groundwater,A,K37/0899,7.25,True,96.0,91.0,83.0,1.0,168833
111,CRC041831.1,Take Groundwater,A,K36/0697,38.0,True,0.0,0.0,0.0,0.2753623188405797,68801
112,CRC041831.1,Take Groundwater,A,K36/0697,38.0,True,0.0,0.0,0.0,0.2753623188405797,168833
113,CRC041831.1,Take Groundwater,A,K36/0802,50.0,True,0.0,0.0,0.0,0.36231884057971014,68801
114,CRC041831.1,Take Groundwater,A,K36/0802,50.0,True,0.0,0.0,0.0,0.36231884057971014,168833
115,CRC041831.1,Take Groundwater,A,K36/0919,50.0,True,0.0,0.0,0.0,0.36231884057971014,68801
116,CRC041831.1,Take Groundwater,A,K36/0919,50.0,True,0.0,0.0,0.0,0.36231884057971014,168833
117,CRC042190.2,Take Groundwater,A,K36/0651,28.0,True,0.0,0.0,0.0,0.7106598984771574,68801
118,CRC042190.2,Take Groundwater,A,K36/0651,28.0,True,0.0,0.0,0.0,0.7106598984771574,168833
119,CRC042190.2,Take Groundwater,A,K36/0704,11.4,True,78.0,54.0,20.0,0.2893401015228427,68801
120,CRC042190.2,Take Groundwater,A,K36/0704,11.4,True,78.0,54.0,20.0,0.2893401015228427,168833
121,CRC042230.1,Take Groundwater,A,K36/0817,97.0,True,0.0,0.0,0.0,1.0,68801
122,CRC042230.1,Take Groundwater,A,K36/0817,97.0,True,0.0,0.0,0.0,1.0,168833
123,CRC042230.1,Take Groundwater,A,K36/0817,97.0,True,0.0,0.0,0.0,1.0,168841
124,CRC042230.1,Take Groundwater,A,K36/0817,97.0,True,0.0,0.0,0.0,1.0,168846
125,CRC042462,Take Groundwater,A,K37/1334,10.0,True,0.0,0.0,0.0,1.0,1688218
126,CRC042462,Take Groundwater,A,K37/1334,10.0,True,0.0,0.0,0.0,1.0,168840
127,CRC050332.2,Take Groundwater,A,K37/2300,18.0,True,0.0,0.0,0.0,1.0,168834
128,CRC050332.2,Take Groundwater,A,K37/2300,18.0,True,0.0,0.0,0.0,1.0,68801
129,CRC050404.2,Take Groundwater,A,K37/2277,16.0,True,0.0,0.0,0.0,1.0,68801
130,CRC050404.2,Take Groundwater,A,K37/2277,16.0,True,0.0,0.0,0.0,1.0,168833
131,CRC050465.1,Take Groundwater,A,K36/0818,50.0,True,0.0,0.0,0.0,0.625,168834
132,CRC050465.1,Take Groundwater,A,K36/0818,50.0,True,0.0,0.0,0.0,0.625,68801
133,CRC050465.1,Take Groundwater,A,K36/0819,30.0,True,90.0,78.0,55.0,0.375,168834
134,CRC050465.1,Take Groundwater,A,K36/0819,30.0,True,90.0,78.0,55.0,0.375,68801
135,CRC050834.2,Take Groundwater,A,K37/2353,25.0,True,0.0,0.0,0.0,0.4166666666666667,68801
136,CRC050834.2,Take Groundwater,A,K37/2353,25.0,True,0.0,0.0,0.0,0.4166666666666667,168833
137,CRC050834.2,Take Groundwater,A,K37/2577,35.0,True,0.0,0.0,0.0,0.5833333333333334,68801
138,CRC050834.2,Take Groundwater,A,K37/2577,35.0,True,0.0,0.0,0.0,0.5833333333333334,168833
139,CRC050908.5,Take Groundwater,A,K36/0808,92.0,True,0.0,0.0,0.0,0.647887323943662,168834
140,CRC050908.5,Take Groundwater,A,K36/0808,92.0,True,0.0,0.0,0.0,0.647887323943662,68801
141,CRC050908.5,Take Groundwater,A,K36/0808,92.0,True,0.0,0.0,0.0,0.647887323943662,168837
142,CRC050908.5,Take Groundwater,A,K36/0836,50.0,True,0.0,0.0,0.0,0.352112676056338,168834
143,CRC050908.5,Take Groundwater,A,K36/0836,50.0,True,0.0,0.0,0.0,0.352112676056338,68801
144,CRC050908.5,Take Groundwater,A,K36/0836,50.0,True,0.0,0.0,0.0,0.352112676056338,168837
145,CRC050912.2,Take Groundwater,A,K37/1299,13.0,True,85.0,66.0,37.0,1.0,68801
146,CRC050912.2,Take Groundwater,A,K37/1299,13.0,True,85.0,66.0,37.0,1.0,168833
147,CRC050942.2,Take Groundwater,A,K36/0787,55.0,True,0.0,0.0,0.0,1.0,168834
148,CRC050942.2,Take Groundwater,A,K36/0787,55.0,True,0.0,0.0,0.0,1.0,68801
149,CRC050942.2,Take Groundwater,A,K36/0787,55.0,True,0.0,0.0,0.0,1.0,168837
150,CRC051182,Take Groundwater,A,K37/1990,11.0,True,0.0,0.0,0.0,1.0,168834
151,CRC051182,Take Groundwater,A,K37/1990,11.0,True,0.0,0.0,0.0,1.0,68801
152,CRC051278,Take Groundwater,A,K37/2437,87.0,True,0.0,0.0,0.0,1.0,68801
153,CRC051278,Take Groundwater,A,K37/2437,87.0,True,0.0,0.0,0.0,1.0,168833
154,CRC052582.2,Take Groundwater,A,K37/2386,62.0,True,0.0,0.0,0.0,1.0,68801
155,CRC052582.2,Take Groundwater,A,K37/2386,62.0,True,0.0,0.0,0.0,1.0,168833
156,CRC052646.1,Take Groundwater,A,K36/0815,31.0,True,0.0,0.0,0.0,1.0,168834
157,CRC052646.1,Take Groundwater,A,K36/0815,31.0,True,0.0,0.0,0.0,1.0,68801
158,CRC054382.1,Take Groundwater,A,BY20/0018,40.0,True,0.0,0.0,0.0,1.0,68801
159,CRC054382.1,Take Groundwater,A,BY20/0018,40.0,True,0.0,0.0,0.0,1.0,168833
160,CRC054610.1,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,1.0,68801
161,CRC054610.1,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,1.0,168833
162,CRC054610.1,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,1.0,168841
163,CRC054610.1,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,1.0,168846
164,CRC980368.2,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,0.671875,68801
165,CRC980368.2,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,0.671875,168833
166,CRC980368.2,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,0.671875,168841
167,CRC980368.2,Take Groundwater,A,K36/0823,86.0,True,0.0,0.0,0.0,0.671875,168846
168,CRC060738.1,Take Groundwater,A,K37/2486,21.0,True,0.0,0.0,0.0,1.0,168834
169,CRC060738.1,Take Groundwater,A,K37/2486,21.0,True,0.0,0.0,0.0,1.0,68801
170,CRC156174,Take Groundwater,A,K37/2486,28.0,True,0.0,0.0,0.0,1.0,168834
171,CRC156174,Take Groundwater,A,K37/2486,28.0,True,0.0,0.0,0.0,1.0,68801
172,CRC063212,Take Groundwater,A,K37/1508,6.5,True,0.0,0.0,0.0,1.0,1688218
173,CRC063212,Take Groundwater,A,K37/1508,6.5,True,0.0,0.0,0.0,1.0,168840
174,CRC064232,Take Groundwater,A,K37/2908,88.0,True,98.0,95.0,90.0,1.0,1688218
175,CRC064232,Take Groundwater,A,K37/2908,88.0,True,98.0,95.0,90.0,1.0,168840
176,CRC080795,Take Groundwater,A,K37/3048,9.5,True,82.0,62.0,30.0,1.0,68801
177,CRC081224,Take Surface Water,B,K36/1036,200.0,True,100.0,100.0,100.0,1.0,168834
178,CRC081224,Take Surface Water,B,K36/1036,200.0,True,100.0,100.0,100.0,1.0,68801
179,CRC110621,Take Groundwater,A,K37/0178,12.5,True,94.0,86.0,71.0,1.0,68801
180,CRC111089.1,Take Groundwater,A,K37/2080,10.0,True,86.0,70.0,42.0,0.5,68801
181,CRC111089.1,Take Groundwater,A,K37/3246,10.0,True,88.0,73.0,47.0,0.5,68801
182,CRC122027,Take Groundwater,A,K37/3571,4.99,True,0.0,0.0,0.0,1.0,68801
183,CRC122521,Take Surface Water,A,BX20/0009,20.0,True,100.0,100.0,100.0,1.0,168834
184,CRC122521,Take Surface Water,A,BX20/0009,20.0,True,100.0,100.0,100.0,1.0,168849
185,CRC122521,Take Surface Water,A,BX20/0009,20.0,True,100.0,100.0,100.0,1.0,68801
186,CRC122704,Take Groundwater,A,K36/1080,4.5,True,0.0,0.0,0.0,1.0,68801
187,CRC122704,Take Groundwater,A,K36/1080,4.5,True,0.0,0.0,0.0,1.0,168833
188,CRC122704,Take Groundwater,A,K36/1080,4.5,True,0.0,0.0,0.0,1.0,168841
189,CRC122704,Take Groundwater,A,K36/1080,4.5,True,0.0,0.0,0.0,1.0,168846
190,CRC122886,Take Groundwater,A,K36/0576,2.25,True,96.0,90.0,80.0,1.0,68801
191,CRC122886,Take Groundwater,A,K36/0576,2.25,True,96.0,90.0,80.0,1.0,168833
192,CRC122886,Take Groundwater,A,K36/0576,2.25,True,96.0,90.0,80.0,1.0,48
193,CRC132046,Take Groundwater,A,K36/0206,60.0,True,0.0,0.0,0.0,0.5958291956305859,68801
194,CRC132046,Take Groundwater,A,K36/0206,60.0,True,0.0,0.0,0.0,0.5958291956305859,168833
195,CRC132046,Take Groundwater,A,K36/0225,22.7,True,70.0,39.0,8.0,0.22542204568023833,68801
196,CRC132046,Take Groundwater,A,K36/0225,22.7,True,70.0,39.0,8.0,0.22542204568023833,168833
197,CRC132046,Take Groundwater,A,K36/0387,18.0,True,92.0,83.0,66.0,0.17874875868917575,68801
198,CRC132046,Take Groundwater,A,K36/0387,18.0,True,92.0,83.0,66.0,0.17874875868917575,168833
199,CRC134426,Take Surface Water,A,K36/0890,7.7,True,100.0,100.0,100.0,1.0,68801
200,CRC134426,Take Surface Water,A,K36/0890,7.7,True,100.0,100.0,100.0,1.0,168833
201,CRC134426,Take Surface Water,A,K36/0890,7.7,True,100.0,100.0,100.0,1.0,168821
202,CRC140903,Take Groundwater,A,K36/0640,58.0,True,0.0,0.0,0.0,0.5,68801
203,CRC140903,Take Groundwater,A,K36/0640,58.0,True,0.0,0.0,0.0,0.5,168833
